"duration","src_bytes","dst_bytes","land","wrong_fragment","urgent","hot","num_failed_logins","logged_in","num_compromised","root_shell","su_attempted","num_root","num_file_creations","num_shells","num_access_files","num_outbound_cmds","is_host_login","is_guest_login","count","srv_count","serror_rate","srv_serror_rate","rerror_rate","srv_rerror_rate","same_srv_rate","diff_srv_rate","srv_diff_host_rate","dst_host_count","dst_host_srv_count","dst_host_same_srv_rate","dst_host_diff_srv_rate","dst_host_same_src_port_rate","dst_host_srv_diff_host_rate","dst_host_serror_rate","dst_host_srv_serror_rate","dst_host_rerror_rate","dst_host_srv_rerror_rate","protocol_type","service","flag"
"16.563875210097237","2.594767118743665","12.77893319804206","16.998023126733635","11.836863162428044","3.0756738894950812","24.247587074260938","22.433652543247845","10.68261847733515","1.2071656824578385","15.878123805774155","10.82737775739798","2.28573089012184","6.138396224332591","1.4904369884962254","1.8805482307487105","11.712247285382876","6.594543663799875","7.437407974161012","0.5403796649965903","5.9629910321962765","2.695808537571282","11.957994940975091","8.975220747136381","39.323540537233306","12.812420158967894","5.575560411797095","5.614869671642535","3.030416157146391","5.342753004859523","4.783173710327628","12.268540016183014","3.4604095776778103","3.9738792870902606","14.994463917360877","4.09890621848983","6.887866612768525","6.16557005407709","tcp","smtp","S0"
"14.682694408489317","147.63412789658787","148.5381433184501","54.78663021675995","43.6782775764468","36.68167385962492","43.31696608259541","19.891967943229172","41.63437322676849","29.093327198535714","32.76003002250462","36.626471509932465","39.68503656986588","56.41915802532438","24.32496020043712","45.3203946076224","23.278714522483913","47.0668781313772","18.835901896897212","35.65926449493332","23.428568344260736","46.69045246504233","32.49233700642418","35.49695571798534","11.797036040588448","19.94036764183174","16.054730185185413","38.04841509765391","81.45910980238563","23.496704985221413","44.4603235245664","47.81357928054974","39.80647970480914","26.12595106375504","56.56308272487929","33.675174642136255","21.8838223358944","44.14300695035568","icmp","smtp","RSTR"
"2.555442694486594","8.32695988559745","11.810663000509534","13.729145430050176","5.441031347445033","1.36109777030287","7.510027922141934","9.864731333995518","11.184153627251447","6.317065011676501","1.5792986074022044","2.0833618021744775","6.894424845178563","4.904616951693797","6.733762460869645","7.45797989560827","13.486530975339626","4.629296608799694","0.9613819140814666","3.1553875563810805","15.095378906614208","15.451797430876827","15.883557193350182","1.1113349681697775","4.164931245493307","5.451570876354529","2.9469994596422517","7.092262653030693","4.846196945482201","1.504357857163456","34.45846411336338","8.52101832659446","4.949589869074844","9.19315190087665","9.313744039424389","2.860846091059632","3.4927394492636745","17.895979036281066","tcp","http","SH"
"11.031859474521802","42.53520777561316","10.83123578881708","10.428800581216109","4.25126688473696","3.8810523432081077","15.197623085329052","5.190878506804724","4.3284920228462545","5.856607034295362","31.54419330472203","2.7587875750452344","17.155754199908746","7.783902624938443","10.380411388758983","21.48562779148522","3.3881285316742042","3.5238717279720837","6.419823288229694","0.34078609229539397","27.052516511798252","6.991961102529806","8.236493698489795","4.418481544799323","13.862475660847542","0.8744725845253422","20.101368057339993","14.233353401107966","14.50816151350881","6.099078667243573","9.727600530251856","5.010739831097362","4.558087288784932","10.16715639835838","1.9195280712864067","1.563149301680519","19.130603614121377","8.988983085753427","tcp","http","SF"
"10.18797410598806","14.24385455745699","12.657026424390198","7.210144879002632","5.295659715958301","6.011387069474626","33.07567709213382","1.8138460364629707","16.80816244074075","11.010675803139389","26.05175449453256","6.024373673545968","3.5204960044503943","9.565287425594748","2.692371059055671","17.20277305550895","4.905373202371035","11.020795215549406","21.205860918112023","0.8368919296954521","14.03676131960207","8.052040697454979","6.159652752277474","8.984143896920045","13.032626528038534","16.75898758623401","13.049035943673834","16.765458168347344","9.957981445889711","5.491353264720113","5.258186814894712","16.291965637797137","17.45289919206439","8.132465556336227","5.04311598957626","14.762746640784648","25.722865421039348","11.182462392801975","tcp","ssh","SF"
"3.259148282814022","9.605322685302403","8.963504117548434","16.713707235342266","6.632398235747658","5.192310465097987","33.15311467100877","5.243509331852778","6.755476808174969","2.7200629399957483","5.8085651314563265","8.003537122137782","7.592160254902712","1.2598675000671522","21.26458122417985","11.987876504431325","30.9742463196543","4.320949855599951","2.00228587118494","5.289766424256132","12.868471886939282","3.671825568030778","11.571146100818293","4.020527044458128","4.850646635004381","5.932142621310281","8.727891888369673","9.747783417801525","26.684090254890155","13.167773387329564","7.511453374787868","3.990753544227651","11.062093779539921","8.772018706716104","27.19375713353631","20.50150889177675","9.48705846133801","20.797153642028153","udp","http","RSTR"
"8.652717531525758","19.635044912139982","9.923030374267153","4.644827034280033","12.542814902521137","5.615978712706033","3.738904178631791","9.587671355639507","4.177661469482779","16.009364496498268","4.405354296050946","4.332103842988273","6.0981270295606835","8.542212350230333","20.88885283024218","10.3296902957264","4.210812813854875","6.553446391262606","15.102391840157","1.369618210412626","28.309401076378627","20.029539822870376","6.2344556213184426","4.53438983310751","11.769688286813142","13.781636955812239","3.0492760372542413","26.59364424695772","22.529097731170854","22.38548165065695","4.088598992502947","11.222401834243279","26.553876552036822","4.735153574798534","9.542749690895349","12.170478828791024","12.091043067749485","9.704717782030402","udp","smtp","SF"
"3.0981090172072285","9.485708655099678","30.435014587119745","17.42393475767628","7.690973669155619","10.787590173484919","15.673582191586537","2.272578711026712","19.60760272710294","7.4140666644402025","7.228189964326975","8.144690181065922","10.044138695545598","11.079473104521842","7.068799586911209","15.1198301020223","20.176654593488177","4.120605482085191","0.7278321840254696","2.9537956343296283","19.360519157355785","16.520927391594835","4.636608686386771","5.81277181708024","18.511033595963898","9.009431704229348","0.3506212008703688","10.3841639792389","11.288867535319982","7.597052664640188","11.322539805471008","6.4629999994510134","9.776843316320239","4.697688781062876","15.741659401314084","10.68209706785905","1.5794719060211724","11.541554652654533","tcp","smtp","SF"
"14.684349574519338","12.6117441338879","7.965877687019092","2.091077699988225","11.753427521208831","8.442384519525291","11.37442035067868","0.6993902948224555","13.976254679496433","5.872879163514304","7.884702933706852","4.2741834097779545","4.132025924848481","4.5242378481622865","1.901028462182027","3.717290361102607","3.213755061486439","12.755421802793379","25.17230648592261","3.3040652164460367","6.994204025100314","15.275181476239428","3.293776775120614","2.29105648729385","10.09756248250989","2.189687449874235","5.788143869824475","5.858971259668331","10.672021616838412","0.6052762336544637","7.936417625217896","4.287153493216867","6.899063077204598","8.784202359243181","14.963158695039835","9.304802491774927","3.4984503909093445","11.890035977584352","udp","dns","SF"
"17.812905013409896","11.464818481284833","12.296296499365136","22.828559605314087","19.35857503659318","24.093285278937522","5.65228654255498","16.64265101338664","6.483387837318776","8.725120960560087","1.625421193700106","14.349389771881055","22.113957605811002","8.57015446881547","11.208852493453723","25.56577731216471","6.161467928202645","4.628280710016551","7.9393705654965405","4.249991025591374","14.505720565363458","4.468779015794677","23.138944158418845","21.775188412209477","7.013830726445734","4.556083636179064","12.99758255273959","7.259950089087063","3.623961346692683","6.507035247058278","12.189716699338893","14.896889816179911","4.316028216019349","24.222406234318058","9.639223705368126","1.7928234490213426","5.130012739812222","17.886370730542794","tcp","smtp","SF"
